match_id,season_id,team_batting,team_bowling,match_winner,result,win_by_runs,win_by_wickets,toss_winner,toss_decision,venue,city,venue_region
335990,2008,2,134,134,win,,3.0,134,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India
335992,2008,1,134,134,win,,7.0,134,field,M Chinnaswamy Stadium,Bangalore,India
335993,2008,6,129,129,win,,9.0,6,bat,"MA Chidambaram Stadium, Chepauk",Chennai,India
335996,2008,129,1,129,win,13.0,,129,bat,M Chinnaswamy Stadium,Bangalore,India
335994,2008,3,2,2,win,,10.0,2,field,Dr DY Patil Sports Academy,Mumbai,India
335995,2008,252,494,494,win,,4.0,252,bat,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India
335998,2008,252,1,252,win,10.0,,1,field,Feroz Shah Kotla,Delhi,India
335997,2008,6,3,3,win,,7.0,6,bat,Eden Gardens,Kolkata,India
336001,2008,252,129,252,win,,8.0,129,bat,"MA Chidambaram Stadium, Chepauk",Chennai,India
335999,2008,2,494,494,win,,7.0,494,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India
336000,2008,134,6,134,win,45.0,,134,bat,Sawai Mansingh Stadium,Jaipur,India
336002,2008,2,1,1,win,,5.0,2,bat,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India
336006,2008,1,494,494,win,,6.0,494,field,M Chinnaswamy Stadium,Bangalore,India
336003,2008,494,6,494,win,9.0,,494,bat,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India
336004,2008,3,252,3,win,29.0,,252,field,Dr DY Patil Sports Academy,Mumbai,India
336005,2008,129,134,134,win,,8.0,129,bat,Sawai Mansingh Stadium,Jaipur,India
336007,2008,129,2,2,win,,7.0,2,field,"MA Chidambaram Stadium, Chepauk",Chennai,India
336008,2008,134,3,3,win,,7.0,3,field,Dr DY Patil Sports Academy,Mumbai,India
336009,2008,252,129,129,win,,4.0,129,field,Feroz Shah Kotla,Delhi,India
336010,2008,6,1,6,win,5.0,,6,bat,Eden Gardens,Kolkata,India
336013,2008,129,494,129,win,18.0,,494,field,"MA Chidambaram Stadium, Chepauk",Chennai,India
336011,2008,2,134,134,win,,8.0,134,field,Sawai Mansingh Stadium,Jaipur,India
336012,2008,1,3,3,win,,9.0,3,field,M Chinnaswamy Stadium,Bangalore,India
336017,2008,6,252,6,win,23.0,,6,bat,Eden Gardens,Kolkata,India
336014,2008,6,2,6,win,23.0,,6,bat,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India
336015,2008,252,134,134,win,,3.0,134,field,Sawai Mansingh Stadium,Jaipur,India
336016,2008,1,494,494,win,,9.0,1,bat,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India
336018,2008,129,3,3,win,,9.0,3,field,Wankhede Stadium,Mumbai,India
336019,2008,134,494,494,win,41.0,,134,field,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India
336020,2008,252,2,252,win,12.0,,2,field,Feroz Shah Kotla,Delhi,India
336026,2008,252,1,252,win,,5.0,252,field,M Chinnaswamy Stadium,Bangalore,India
336021,2008,6,3,3,win,,8.0,3,field,Wankhede Stadium,Mumbai,India
336022,2008,252,494,494,win,6.0,,252,bat,Feroz Shah Kotla,Delhi,India
336023,2008,134,1,134,win,65.0,,1,field,Sawai Mansingh Stadium,Jaipur,India
336024,2008,3,2,3,win,25.0,,2,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India
336025,2008,6,129,129,win,3.0,,6,bat,Eden Gardens,Kolkata,India
336031,2008,2,494,494,win,,6.0,494,field,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India
336027,2008,6,134,134,win,,6.0,134,field,Eden Gardens,Kolkata,India
336028,2008,494,3,494,win,1.0,,3,field,Wankhede Stadium,Mumbai,India
336029,2008,1,129,1,win,14.0,,1,bat,"MA Chidambaram Stadium, Chepauk",Chennai,India
336032,2008,3,252,252,win,,5.0,252,field,Feroz Shah Kotla,Delhi,India
336033,2008,134,129,134,win,10.0,,134,bat,"MA Chidambaram Stadium, Chepauk",Chennai,India
336039,2008,129,494,129,win,,9.0,494,bat,Wankhede Stadium,Mumbai,India
336034,2008,1,2,1,win,3.0,,2,field,M Chinnaswamy Stadium,Bangalore,India
392185,2009,129,1,129,win,92.0,,129,bat,St George's Park,Port Elizabeth,Overseas
336035,2008,494,6,6,win,,3.0,494,bat,Eden Gardens,Kolkata,India
336036,2008,3,134,134,win,,5.0,134,field,Sawai Mansingh Stadium,Jaipur,India
336037,2008,2,129,129,win,,7.0,2,bat,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India
392198,2009,134,252,134,win,,5.0,252,bat,SuperSport Park,Centurion,Overseas
336038,2008,134,252,134,win,105.0,,252,field,Wankhede Stadium,Mumbai,India
392200,2009,3,494,494,win,3.0,,494,bat,Kingsmead,Durban,Overseas
336040,2008,129,134,134,win,,3.0,134,field,Dr DY Patil Sports Academy,Mumbai,India
392181,2009,3,129,3,win,19.0,,129,field,Newlands,Cape Town,Overseas
392182,2009,1,134,1,win,75.0,,1,bat,Newlands,Cape Town,Overseas
392201,2009,2,252,252,win,,6.0,252,field,SuperSport Park,Centurion,Overseas
392183,2009,494,252,252,win,,10.0,252,field,Newlands,Cape Town,Overseas
392184,2009,6,2,2,win,,8.0,6,bat,Newlands,Cape Town,Overseas
392186,2009,494,6,6,win,11.0,,6,field,Kingsmead,Durban,Overseas
392188,2009,2,1,2,win,24.0,,2,bat,Newlands,Cape Town,Overseas
392189,2009,252,129,252,win,9.0,,252,bat,Kingsmead,Durban,Overseas
392190,2009,134,6,134,tie,,,6,field,Newlands,Cape Town,Overseas
392191,2009,1,494,494,win,,7.0,1,bat,Kingsmead,Durban,Overseas
392192,2009,2,3,2,win,12.0,,2,bat,Kingsmead,Durban,Overseas
392194,2009,1,252,252,win,,6.0,1,bat,St George's Park,Port Elizabeth,Overseas
392195,2009,494,134,494,win,27.0,,494,bat,Newlands,Cape Town,Overseas
392196,2009,129,2,2,win,,6.0,2,field,Kingsmead,Durban,Overseas
392197,2009,3,6,3,win,92.0,,3,bat,St George's Park,Port Elizabeth,Overseas
392199,2009,6,1,1,win,,5.0,6,bat,Kingsmead,Durban,Overseas
392214,2009,129,494,129,win,12.0,,129,bat,SuperSport Park,Centurion,Overseas
392202,2009,129,134,129,win,38.0,,134,field,SuperSport Park,Centurion,Overseas
392203,2009,3,6,3,win,9.0,,3,bat,Buffalo Park,East London,Overseas
392204,2009,1,494,1,win,8.0,,1,bat,Kingsmead,Durban,Overseas
392205,2009,2,134,134,win,,3.0,2,bat,St George's Park,Port Elizabeth,Overseas
392206,2009,129,252,129,win,18.0,,252,field,New Wanderers Stadium,Johannesburg,Overseas
392207,2009,6,494,494,win,,6.0,6,bat,St George's Park,Port Elizabeth,Overseas
392208,2009,3,1,1,win,,9.0,3,bat,New Wanderers Stadium,Johannesburg,Overseas
392209,2009,129,2,129,win,78.0,,129,bat,Buffalo Park,East London,Overseas
392215,2009,3,252,252,win,,7.0,3,bat,Buffalo Park,East London,Overseas
392210,2009,134,494,134,win,78.0,,494,field,Kingsmead,Durban,Overseas
392211,2009,6,252,252,win,,9.0,6,bat,Kingsmead,Durban,Overseas
392212,2009,2,3,2,win,19.0,,2,bat,SuperSport Park,Centurion,Overseas
392213,2009,1,134,134,win,,7.0,134,field,SuperSport Park,Centurion,Overseas
392216,2009,2,494,494,win,,3.0,494,field,De Beers Diamond Oval,Kimberley,Overseas
392219,2009,6,252,252,win,,7.0,252,field,New Wanderers Stadium,Johannesburg,Overseas
392217,2009,134,129,129,win,,7.0,134,bat,De Beers Diamond Oval,Kimberley,Overseas
392218,2009,3,1,3,win,16.0,,3,bat,St George's Park,Port Elizabeth,Overseas
392226,2009,252,494,494,win,,6.0,494,field,OUTsurance Oval,Bloemfontein,Overseas
392220,2009,2,134,2,win,53.0,,2,bat,De Beers Diamond Oval,Kimberley,Overseas
392221,2009,6,1,1,win,,6.0,1,field,SuperSport Park,Centurion,Overseas
392222,2009,494,3,3,win,,8.0,494,bat,SuperSport Park,Centurion,Overseas
392223,2009,252,2,252,win,12.0,,2,field,Kingsmead,Durban,Overseas
392224,2009,129,1,1,win,,2.0,129,bat,Kingsmead,Durban,Overseas
392225,2009,134,3,134,win,2.0,,134,bat,Kingsmead,Durban,Overseas
392227,2009,3,129,129,win,,7.0,3,bat,St George's Park,Port Elizabeth,Overseas
392228,2009,6,2,2,win,,6.0,2,field,New Wanderers Stadium,Johannesburg,Overseas
392229,2009,494,2,494,win,1.0,,2,field,New Wanderers Stadium,Johannesburg,Overseas
392230,2009,252,134,252,win,14.0,,252,bat,OUTsurance Oval,Bloemfontein,Overseas
392231,2009,129,6,6,win,,7.0,129,bat,SuperSport Park,Centurion,Overseas
392232,2009,252,1,1,win,,7.0,252,bat,New Wanderers Stadium,Johannesburg,Overseas
392234,2009,129,494,129,win,24.0,,129,bat,Kingsmead,Durban,Overseas
392233,2009,134,6,6,win,,4.0,6,field,Kingsmead,Durban,Overseas
392235,2009,3,252,252,win,,4.0,252,field,SuperSport Park,Centurion,Overseas
419109,2010,6,1,6,win,,7.0,6,field,Eden Gardens,Kolkata,India
392236,2009,1,2,1,win,12.0,,1,bat,SuperSport Park,Centurion,Overseas
392237,2009,252,2,2,win,,6.0,2,field,SuperSport Park,Centurion,Overseas
392238,2009,129,1,1,win,,6.0,1,field,New Wanderers Stadium,Johannesburg,Overseas
392239,2009,2,1,2,win,6.0,,1,field,New Wanderers Stadium,Johannesburg,Overseas
419106,2010,6,2,6,win,11.0,,2,field,Dr DY Patil Sports Academy,Mumbai,India
419107,2010,3,134,3,win,4.0,,3,bat,Brabourne Stadium,Mumbai,India
419108,2010,494,252,252,win,,5.0,252,field,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India
419110,2010,2,129,2,win,31.0,,2,bat,"MA Chidambaram Stadium, Chepauk",Chennai,India
419111,2010,134,252,252,win,,6.0,252,field,"Sardar Patel Stadium, Motera",Ahmedabad,India
419112,2010,494,1,1,win,,8.0,494,bat,M Chinnaswamy Stadium,Bangalore,India
419113,2010,129,6,129,win,55.0,,129,bat,Eden Gardens,Kolkata,India
419114,2010,3,252,3,win,98.0,,252,field,Feroz Shah Kotla,Delhi,India
419115,2010,134,1,1,win,,10.0,1,field,M Chinnaswamy Stadium,Bangalore,India
419116,2010,252,129,129,win,,5.0,252,bat,Feroz Shah Kotla,Delhi,India
419117,2010,2,494,2,win,6.0,,494,field,Barabati Stadium,Cuttack,India
419118,2010,134,6,134,win,34.0,,134,bat,"Sardar Patel Stadium, Motera",Ahmedabad,India
419119,2010,3,1,1,win,,7.0,3,bat,Brabourne Stadium,Mumbai,India
419126,2010,2,134,134,win,,8.0,2,bat,"Sardar Patel Stadium, Motera",Ahmedabad,India
419120,2010,2,252,2,win,10.0,,2,bat,Barabati Stadium,Cuttack,India
419121,2010,494,129,494,tie,,,129,field,"MA Chidambaram Stadium, Chepauk",Chennai,India
419122,2010,6,3,3,win,,7.0,6,bat,Brabourne Stadium,Mumbai,India
419123,2010,1,129,1,win,36.0,,129,field,M Chinnaswamy Stadium,Bangalore,India
419124,2010,134,494,134,win,31.0,,494,field,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India
419125,2010,129,3,3,win,,5.0,3,field,"Brabourne Stadium, Mumbai",Mumbai,India
419127,2010,6,494,6,win,39.0,,6,bat,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India
419128,2010,252,1,252,win,17.0,,1,field,M Chinnaswamy Stadium,Bangalore,India
419129,2010,134,129,134,win,17.0,,134,bat,"Sardar Patel Stadium, Motera",Ahmedabad,India
419130,2010,3,2,3,win,41.0,,2,field,Dr DY Patil Sports Academy,Mumbai,India
419131,2010,252,6,252,win,40.0,,252,bat,Feroz Shah Kotla,Delhi,India
419132,2010,494,3,3,win,,4.0,3,field,Brabourne Stadium,Mumbai,India
419133,2010,1,129,129,win,,5.0,1,bat,"MA Chidambaram Stadium, Chepauk",Chennai,India
419134,2010,134,252,252,win,67.0,,252,bat,Feroz Shah Kotla,Delhi,India
419135,2010,6,2,6,win,24.0,,6,bat,Eden Gardens,Kolkata,India
419136,2010,494,1,1,win,,6.0,494,bat,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India
419137,2010,129,134,129,win,23.0,,129,bat,"MA Chidambaram Stadium, Chepauk",Chennai,India
419138,2010,3,2,3,win,63.0,,3,bat,Brabourne Stadium,Mumbai,India
419141,2010,2,134,134,win,2.0,,134,bat,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,India
419139,2010,6,494,494,win,,8.0,6,bat,Eden Gardens,Kolkata,India
419140,2010,252,1,252,win,37.0,,252,bat,Feroz Shah Kotla,Delhi,India
419142,2010,129,3,129,win,24.0,,129,bat,"MA Chidambaram Stadium, Chepauk",Chennai,India
419143,2010,494,134,134,win,,9.0,494,bat,Sawai Mansingh Stadium,Jaipur,India
419144,2010,6,252,6,win,14.0,,6,bat,Eden Gardens,Kolkata,India
419145,2010,1,2,2,win,,7.0,2,field,M Chinnaswamy Stadium,Bangalore,India
419146,2010,3,494,494,win,,6.0,3,bat,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India
419152,2010,3,252,3,win,39.0,,3,bat,Brabourne Stadium,Mumbai,India
419147,2010,129,2,2,win,,6.0,129,bat,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,India
419148,2010,6,1,1,win,,7.0,1,field,M Chinnaswamy Stadium,Bangalore,India
419149,2010,252,494,494,win,,7.0,252,bat,Feroz Shah Kotla,Delhi,India
419150,2010,3,134,3,win,37.0,,134,field,Sawai Mansingh Stadium,Jaipur,India
419151,2010,2,1,2,win,13.0,,1,field,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,India
419154,2010,134,1,1,win,,5.0,134,bat,Sawai Mansingh Stadium,Jaipur,India
419153,2010,6,129,129,win,,9.0,6,bat,"MA Chidambaram Stadium, Chepauk",Chennai,India
419155,2010,129,252,252,win,,6.0,129,bat,"MA Chidambaram Stadium, Chepauk",Chennai,India
419156,2010,494,2,2,win,,5.0,2,field,Himachal Pradesh Cricket Association Stadium,Dharamsala,India
419157,2010,3,1,3,win,57.0,,1,field,M Chinnaswamy Stadium,Bangalore,India
419158,2010,134,6,6,win,,8.0,134,bat,Eden Gardens,Kolkata,India
419160,2010,2,252,2,win,11.0,,2,bat,Feroz Shah Kotla,Delhi,India
419159,2010,494,129,129,win,,6.0,129,field,Himachal Pradesh Cricket Association Stadium,Dharamsala,India
419161,2010,3,6,6,win,,9.0,3,bat,Eden Gardens,Kolkata,India
419162,2010,3,1,3,win,35.0,,3,bat,Dr DY Patil Sports Academy,Mumbai,India
419163,2010,129,2,129,win,38.0,,129,bat,Dr DY Patil Sports Academy,Mumbai,India
419164,2010,2,1,1,win,,9.0,2,bat,Dr DY Patil Sports Academy,Mumbai,India
419165,2010,129,3,129,win,22.0,,129,bat,Dr DY Patil Sports Academy,Mumbai,India
501198,2011,129,6,129,win,2.0,,129,bat,"MA Chidambaram Stadium, Chepauk",Chennai,India
501199,2011,134,2,134,win,,8.0,134,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India
501200,2011,1414,1,1,win,,6.0,1414,bat,Nehru Stadium,Kochi,India
501201,2011,252,3,3,win,,8.0,252,bat,Feroz Shah Kotla,Delhi,India
501204,2011,134,252,134,win,,6.0,252,bat,Sawai Mansingh Stadium,Jaipur,India
501202,2011,494,1419,1419,win,,7.0,494,bat,Dr DY Patil Sports Academy,Mumbai,India
501203,2011,6,2,6,win,9.0,,6,bat,Eden Gardens,Kolkata,India
501205,2011,1,3,3,win,,9.0,3,field,M Chinnaswamy Stadium,Bangalore,India
501212,2011,2,494,494,win,,8.0,494,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India
501206,2011,129,494,494,win,,6.0,494,field,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India
501207,2011,1414,1419,1419,win,,4.0,1414,bat,Dr DY Patil Sports Academy,Mumbai,India
501208,2011,2,1,2,win,33.0,,1,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India
501209,2011,134,6,6,win,,9.0,6,field,Sawai Mansingh Stadium,Jaipur,India
501210,2011,3,1414,1414,win,,8.0,1414,field,Wankhede Stadium,Mumbai,India
501211,2011,129,1,129,win,21.0,,129,bat,"MA Chidambaram Stadium, Chepauk",Chennai,India
501213,2011,1419,252,252,win,,3.0,252,field,Dr DY Patil Sports Academy,Mumbai,India
501214,2011,134,6,6,win,,8.0,6,field,Eden Gardens,Kolkata,India
501215,2011,129,1414,1414,win,,7.0,1414,field,Nehru Stadium,Kochi,India
501216,2011,2,252,2,win,16.0,,2,bat,Feroz Shah Kotla,Delhi,India
501218,2011,1419,3,3,win,,7.0,1419,bat,Wankhede Stadium,Mumbai,India
501220,2011,134,494,494,win,48.0,,134,field,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India
501219,2011,1414,6,1414,win,6.0,,6,field,Eden Gardens,Kolkata,India
501224,2011,3,2,3,win,37.0,,2,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India
501221,2011,3,129,3,win,8.0,,129,field,Wankhede Stadium,Mumbai,India
501222,2011,6,1,1,win,,9.0,1,field,Eden Gardens,Kolkata,India
501223,2011,252,494,252,win,29.0,,494,field,Feroz Shah Kotla,Delhi,India
501225,2011,1414,134,134,win,,8.0,134,field,Sawai Mansingh Stadium,Jaipur,India
501226,2011,129,1419,129,win,25.0,,1419,field,"MA Chidambaram Stadium, Chepauk",Chennai,India
501229,2011,1414,2,2,win,55.0,,1414,field,Nehru Stadium,Kochi,India
501232,2011,1,1419,1,win,26.0,,1419,field,M Chinnaswamy Stadium,Bangalore,India
501237,2011,3,494,3,win,23.0,,494,field,Wankhede Stadium,Mumbai,India
501227,2011,252,1,1,win,,3.0,1,field,Feroz Shah Kotla,Delhi,India
501228,2011,1419,129,129,win,,8.0,1419,bat,Dr DY Patil Sports Academy,Mumbai,India
501230,2011,6,252,6,win,17.0,,252,field,Feroz Shah Kotla,Delhi,India
501231,2011,3,134,134,win,,7.0,134,field,Sawai Mansingh Stadium,Jaipur,India
501233,2011,252,1414,252,win,38.0,,252,bat,Nehru Stadium,Kochi,India
501234,2011,494,6,6,win,,8.0,6,field,Eden Gardens,Kolkata,India
501235,2011,1419,134,134,win,,6.0,134,field,Sawai Mansingh Stadium,Jaipur,India
501236,2011,129,2,129,win,19.0,,129,bat,"MA Chidambaram Stadium, Chepauk",Chennai,India
501238,2011,252,1414,1414,win,,7.0,1414,field,Feroz Shah Kotla,Delhi,India
501239,2011,6,2,6,win,20.0,,2,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India
501240,2011,134,129,129,win,,8.0,134,bat,"MA Chidambaram Stadium, Chepauk",Chennai,India
501241,2011,3,1419,3,win,21.0,,1419,field,Dr DY Patil Sports Academy,Mumbai,India
501242,2011,1414,6,1414,win,17.0,,6,field,Nehru Stadium,Kochi,India
501243,2011,252,2,252,win,,4.0,252,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India
501244,2011,1,494,1,win,85.0,,494,field,M Chinnaswamy Stadium,Bangalore,India
501246,2011,252,3,3,win,32.0,,252,field,Wankhede Stadium,Mumbai,India
501245,2011,129,6,6,win,10.0,,129,bat,Eden Gardens,Kolkata,India
501247,2011,1414,1,1,win,,9.0,1414,bat,M Chinnaswamy Stadium,Bangalore,India
501252,2011,1,134,1,win,,9.0,1,field,Sawai Mansingh Stadium,Jaipur,India
501248,2011,494,1419,1419,win,,5.0,494,bat,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India
501249,2011,129,134,129,win,63.0,,134,field,Sawai Mansingh Stadium,Jaipur,India
501257,2011,252,494,494,win,29.0,,252,field,Himachal Pradesh Cricket Association Stadium,Dharamsala,India
501250,2011,2,1419,1419,win,,6.0,2,bat,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India
501251,2011,494,3,494,win,76.0,,3,field,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India
501253,2011,129,252,129,win,18.0,,129,bat,"MA Chidambaram Stadium, Chepauk",Chennai,India
501254,2011,1414,494,494,win,,6.0,494,field,Holkar Cricket Stadium,Indore,India
501255,2011,6,1,1,win,,4.0,1,field,M Chinnaswamy Stadium,Bangalore,India
501256,2011,2,3,2,win,10.0,,2,bat,Wankhede Stadium,Mumbai,India
501258,2011,134,1414,1414,win,,8.0,1414,field,Holkar Cricket Stadium,Indore,India
501262,2011,1419,6,6,win,,7.0,6,field,Dr DY Patil Sports Academy,Mumbai,India
501259,2011,1419,2,2,win,,6.0,2,field,Dr DY Patil Sports Academy,Mumbai,India
501260,2011,494,1,494,win,111.0,,494,bat,Himachal Pradesh Cricket Association Stadium,Dharamsala,India
501261,2011,129,1414,129,win,11.0,,129,bat,"MA Chidambaram Stadium, Chepauk",Chennai,India
501263,2011,3,134,134,win,,10.0,3,bat,Wankhede Stadium,Mumbai,India
501264,2011,2,494,2,win,82.0,,494,field,Himachal Pradesh Cricket Association Stadium,Dharamsala,India
501265,2011,252,1419,1419,no result,,,252,bat,Feroz Shah Kotla,Delhi,India
501266,2011,129,1,1,win,,8.0,1,field,M Chinnaswamy Stadium,Bangalore,India
501267,2011,6,3,3,win,,5.0,3,field,Eden Gardens,Kolkata,India
501268,2011,1,129,129,win,,6.0,129,field,Wankhede Stadium,Mumbai,India
501269,2011,6,3,3,win,,4.0,3,field,Wankhede Stadium,Mumbai,India
501270,2011,1,3,1,win,43.0,,3,field,"MA Chidambaram Stadium, Chepauk",Chennai,India
548307,2012,6,252,252,win,,8.0,252,field,Eden Gardens,Kolkata,India
501271,2011,129,1,129,win,58.0,,129,bat,"MA Chidambaram Stadium, Chepauk",Chennai,India
548306,2012,129,3,3,win,,8.0,3,field,"MA Chidambaram Stadium, Chepauk",Chennai,India
548308,2012,1419,3,1419,win,28.0,,3,field,Wankhede Stadium,Mumbai,India
548309,2012,134,494,134,win,31.0,,494,field,Sawai Mansingh Stadium,Jaipur,India
548310,2012,1,252,1,win,20.0,,252,field,M Chinnaswamy Stadium,Bangalore,India
548311,2012,129,2,129,win,74.0,,2,field,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,India
548312,2012,134,6,134,win,22.0,,6,field,Sawai Mansingh Stadium,Jaipur,India
548313,2012,1419,494,1419,win,22.0,,1419,bat,Subrata Roy Sahara Stadium,Pune,India
548314,2012,2,3,3,win,,5.0,2,bat,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,India
548315,2012,6,1,6,win,42.0,,1,field,M Chinnaswamy Stadium,Bangalore,India
548316,2012,129,252,252,win,,8.0,252,field,Feroz Shah Kotla,Delhi,India
548317,2012,3,134,3,win,27.0,,134,field,Wankhede Stadium,Mumbai,India
548319,2012,1419,494,494,win,,7.0,494,field,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India
548318,2012,1,129,129,win,,5.0,1,bat,"MA Chidambaram Stadium, Chepauk",Chennai,India
548320,2012,134,6,6,win,,5.0,134,bat,Eden Gardens,Kolkata,India
548325,2012,3,252,252,win,,7.0,252,field,Wankhede Stadium,Mumbai,India
548321,2012,2,252,252,win,,5.0,2,bat,Feroz Shah Kotla,Delhi,India
548326,2012,134,2,134,win,,5.0,2,bat,Sawai Mansingh Stadium,Jaipur,India
548322,2012,129,1419,1419,win,,7.0,129,bat,Subrata Roy Sahara Stadium,Pune,India
548323,2012,494,6,494,win,2.0,,6,field,Eden Gardens,Kolkata,India
548324,2012,134,1,134,win,59.0,,134,bat,M Chinnaswamy Stadium,Bangalore,India
548327,2012,1419,1,1,win,,6.0,1419,bat,M Chinnaswamy Stadium,Bangalore,India
548328,2012,494,6,6,win,,8.0,494,bat,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India
548329,2012,2,252,252,win,,9.0,2,bat,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India
548335,2012,6,2,6,win,,5.0,6,field,Barabati Stadium,Cuttack,India
548349,2012,134,252,252,win,,6.0,134,bat,Sawai Mansingh Stadium,Jaipur,India
548330,2012,129,1419,129,win,13.0,,1419,field,"MA Chidambaram Stadium, Chepauk",Chennai,India
548331,2012,494,1,1,win,,5.0,1,field,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India
548332,2012,134,129,129,win,,7.0,134,bat,"MA Chidambaram Stadium, Chepauk",Chennai,India
548333,2012,1419,252,1419,win,20.0,,252,field,Feroz Shah Kotla,Delhi,India
548334,2012,3,494,494,win,,6.0,3,bat,Wankhede Stadium,Mumbai,India
548336,2012,1,134,1,win,46.0,,134,field,Sawai Mansingh Stadium,Jaipur,India
548337,2012,1419,252,252,win,,8.0,1419,bat,Subrata Roy Sahara Stadium,Pune,India
548339,2012,494,3,3,win,,4.0,494,bat,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India
548341,2012,2,1419,2,win,18.0,,2,bat,Subrata Roy Sahara Stadium,Pune,India
548342,2012,252,3,252,win,37.0,,3,field,Feroz Shah Kotla,Delhi,India
548343,2012,494,129,494,win,7.0,,494,bat,"MA Chidambaram Stadium, Chepauk",Chennai,India
548344,2012,6,1,6,win,47.0,,6,bat,Eden Gardens,Kolkata,India
548345,2012,252,134,252,win,1.0,,252,bat,Feroz Shah Kotla,Delhi,India
548346,2012,2,3,3,win,,5.0,3,field,Wankhede Stadium,Mumbai,India
548347,2012,129,6,6,win,,5.0,129,bat,"MA Chidambaram Stadium, Chepauk",Chennai,India
548348,2012,2,1419,2,win,13.0,,2,bat,Barabati Stadium,Cuttack,India
548350,2012,1,494,494,win,,4.0,494,field,M Chinnaswamy Stadium,Bangalore,India
548351,2012,3,1419,3,win,1.0,,3,bat,Subrata Roy Sahara Stadium,Pune,India
548352,2012,129,2,129,win,10.0,,129,bat,"MA Chidambaram Stadium, Chepauk",Chennai,India
548354,2012,134,494,134,win,43.0,,134,bat,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India
548353,2012,6,1419,6,win,7.0,,6,bat,Eden Gardens,Kolkata,India
548355,2012,129,3,3,win,,2.0,3,field,Wankhede Stadium,Mumbai,India
548356,2012,2,1,1,win,,5.0,1,field,M Chinnaswamy Stadium,Bangalore,India
548357,2012,252,6,6,win,,6.0,252,bat,Feroz Shah Kotla,Delhi,India
548358,2012,1419,134,134,win,,7.0,1419,bat,Subrata Roy Sahara Stadium,Pune,India
548364,2012,129,252,129,win,,9.0,129,field,"MA Chidambaram Stadium, Chepauk",Chennai,India
548359,2012,494,2,494,win,25.0,,2,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India
548360,2012,3,1,1,win,,9.0,1,field,Wankhede Stadium,Mumbai,India
548361,2012,134,129,129,win,,4.0,129,field,Sawai Mansingh Stadium,Jaipur,India
548362,2012,1,1419,1,win,35.0,,1419,field,Subrata Roy Sahara Stadium,Pune,India
548363,2012,3,6,3,win,27.0,,3,bat,Eden Gardens,Kolkata,India
548365,2012,134,1419,134,win,45.0,,134,bat,Sawai Mansingh Stadium,Jaipur,India
548372,2012,1,252,1,win,21.0,,252,field,Feroz Shah Kotla,Delhi,India
548366,2012,2,494,494,win,,4.0,2,bat,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India
548367,2012,1,3,3,win,,5.0,3,field,M Chinnaswamy Stadium,Bangalore,India
548368,2012,6,129,129,win,,5.0,129,field,Eden Gardens,Kolkata,India
548369,2012,494,252,252,win,,5.0,494,bat,Feroz Shah Kotla,Delhi,India
548370,2012,6,3,6,win,32.0,,3,field,Wankhede Stadium,Mumbai,India
548371,2012,129,494,494,win,,6.0,494,field,Himachal Pradesh Cricket Association Stadium,Dharamsala,India
